""	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"
"U05659_at"	"3.05728564441821"	"2.68214507637383"	"3.25959387888595"	"2.97173959088778"	"3.01029995663981"	"2.9106244048892"	"2.78958071216443"	"3.0111473607758"	"2.77451696572855"	"2.92992956008459"	"2.86923171973098"	"3.18667386749975"	"2.86391737695786"	"2.95520653754194"	"2.88874096068289"	"2.91698004732038"	"2.87621784059164"	"3.17318626841227"	"3.11126251365907"	"2.99166900737995"	"2.84010609445676"	"3.14829409743475"	"3.10002573010786"	"3.03901732199741"	"2.97726621242729"	"2.81023251799508"	"3.25935492730803"	"2.98677173426624"	"2.97405090279288"	"2.95616843047536"	"2.79169064902012"	"3.11826472608948"	"2.91855453055027"	"2.82216807936802"
"U05875_at"	"2"	"2.27875360095283"	"2.52504480703685"	"2.56229286445647"	"3.12678057701201"	"3.10619089726342"	"2.44404479591808"	"2.23044892137827"	"2.55266821611219"	"2.72427586960079"	"2.52762990087134"	"2.64048143697042"	"2.73479982958885"	"2.91115760873998"	"2.65030752313194"	"2.65224634100332"	"2.92839585225671"	"2.84447717574568"	"2"	"2.98227123303957"	"3.26221370547642"	"3.004751155591"	"3.04296907339318"	"3.19506899646859"	"2.55990662503611"	"2.3541084391474"	"3.06295783408451"	"2.51587384371168"	"2.87621784059164"	"2.36361197989214"	"2.55630250076729"	"3.06892761168207"	"2.8394780473742"	"3.09236969962912"
"U06088_at"	"2.66745295288995"	"2"	"2.13033376849501"	"2.16731733474818"	"2.11394335230684"	"2"	"2"	"2.33845649360460"	"2"	"2.07918124604762"	"2.2405492482826"	"2.11727129565576"	"2.35218251811136"	"2.33645973384853"	"2"	"2.05307844348342"	"2"	"2.35983548233989"	"2.63042787502502"	"2"	"2"	"2.35983548233989"	"2"	"2"	"2"	"2.05307844348342"	"2"	"2"	"2.34830486304816"	"2"	"2"	"2.42324587393681"	"2"	"2"
"U06631_at"	"2"	"2.43616264704076"	"2.78175537465247"	"2.92116605063774"	"3.13385812520333"	"2"	"2.80685802951882"	"2.75127910398334"	"2.53907609879278"	"2.72672720902657"	"2.70671778233676"	"2.08635983067475"	"2.71011736511182"	"2.70156798505593"	"3.06781451116184"	"2.99519629159718"	"2.72916478969277"	"2.56348108539441"	"2.41497334797082"	"2.72263392253381"	"2.61489721603313"	"2.98900461569854"	"2.43933269383026"	"2.76342799356294"	"2.46834733041216"	"2.5854607295085"	"2"	"2.63144376901317"	"2.51982799377572"	"2.41664050733828"	"2.65513843481138"	"2.75587485567249"	"3.34262004255335"	"2.88309335857569"
"U06681_at"	"2.38201704257487"	"2.51851393987789"	"2.29446622616159"	"2.12710479836481"	"2.64738297011462"	"2.78247262416629"	"2.04532297878666"	"2.42160392686983"	"2"	"2.44870631990508"	"2"	"2"	"2"	"2.2405492482826"	"2.28330122870355"	"2.40483371661994"	"2.23299611039215"	"2.04921802267018"	"2.20139712432045"	"2.54777470538782"	"2.63948648926859"	"2.62531245096167"	"2.46686762035411"	"2.65896484266444"	"2.74350976472843"	"2.52113808370404"	"2.34044411484012"	"2.52762990087134"	"2.54530711646582"	"2.29885307640971"	"2.0899051114394"	"2.77959649125782"	"2.69284691927723"	"2.71096311899528"
"U06863_at"	"2.54900326202579"	"2.87040390527903"	"2.51321760006794"	"2.41497334797082"	"2.68124123737559"	"2.95760728706010"	"2"	"2"	"2"	"2"	"2.31597034545692"	"2.13672056715641"	"2"	"2.45484486000851"	"2.57518784492766"	"2.54654266347813"	"2"	"2"	"2"	"2"	"2.46389298898591"	"2.1846914308176"	"2.19312459835446"	"2.31806333496276"	"2"	"2"	"2"	"2"	"2.77670118398841"	"2"	"2.14301480025410"	"2"	"2.96707973414450"	"2.25527250510331"
"U07132_at"	"2"	"2.63346845557959"	"2.90633504180509"	"3.01157044359728"	"3.09725730969342"	"3.17955179116519"	"2.88536122003151"	"3.01703333929878"	"3.05115252244738"	"2.97173959088778"	"3.26150077319828"	"2.86213137931304"	"3.10754912974469"	"3.03862016194970"	"3.04257551244019"	"3.12254352406875"	"3.20709554041922"	"2.83505610172012"	"2.86864443839483"	"3.14050804303818"	"3.02734960777476"	"3.30877777366472"	"3.23274206272074"	"3.29819786710982"	"3.18780263871842"	"2.93550726582471"	"3.14798532068381"	"3.02284061087653"	"3.13987908640124"	"3.06408343596360"	"2.92890769024395"	"3.25261034056737"	"3.14891099310936"	"3.12287092286444"
"U07158_at"	"2.41161970596323"	"2.66931688056611"	"2.63548374681491"	"2.83250891270624"	"2.71011736511182"	"2.80482067872116"	"2.55750720190566"	"2.62117628177504"	"2.59217675739587"	"2.46686762035411"	"2.69284691927723"	"2.40823996531185"	"2.7160033436348"	"2.47421626407626"	"3.15198239545747"	"2.87040390527903"	"2.90417436828416"	"2.38738982633873"	"2.45939248775923"	"2.69897000433602"	"2.29446622616159"	"2.94645226501307"	"2.77597433112937"	"2.81954393554187"	"2.67209785793572"	"2.47129171105894"	"2.45331834004704"	"2.41497334797082"	"2.65321251377534"	"2.49692964807321"	"2.60852603357719"	"2.80345711564841"	"3.35468455395473"	"2.94101424370557"
"U07223_at"	"2.55870857053317"	"2.57978359661681"	"2.30102999566398"	"2.58883172559421"	"2"	"2.94250410616808"	"2"	"2.54406804435028"	"2.02530586526477"	"2.53655844257153"	"2.28780172993023"	"2.2405492482826"	"2.71683772329952"	"2.77670118398841"	"2.38738982633873"	"2.1846914308176"	"2.57287160220048"	"2.67117284271508"	"2.74115159885179"	"2.60638136511061"	"2.16731733474818"	"2.78175537465247"	"2.88649072517248"	"2.58771096501891"	"2.54777470538782"	"2.07554696139253"	"2.74973631556906"	"2.27415784926368"	"2.8668778143375"	"2.60314437262018"	"2"	"2.55388302664387"	"3.04257551244019"	"2.47856649559384"
"U07358_at"	"2.65417654187796"	"2.83821922190763"	"2"	"2.35983548233989"	"2.16731733474818"	"2.38381536598043"	"2.50379068305718"	"2"	"2.31597034545692"	"2.61489721603313"	"2.50920252233110"	"2.15533603746506"	"2.62634036737504"	"2.43933269383026"	"2.57287160220048"	"2.82930377283102"	"2.20411998265592"	"2.61909333062674"	"2"	"2"	"2.33041377334919"	"2.65991620006985"	"2.4983105537896"	"2.65030752313194"	"2.77815125038364"	"2.46834733041216"	"2.75434833571102"	"2"	"2.47567118832443"	"2"	"2.59439255037543"	"2.8750612633917"	"2.95424250943932"	"2.35602585719312"
"U07418_at"	"2.68574173860226"	"2.62940959910272"	"2.55388302664387"	"2.68394713075151"	"2.94299959336604"	"2.68752896121463"	"2.77305469336426"	"2.58658730467176"	"2.54900326202579"	"2.67394199863409"	"2.29885307640971"	"2.30319605742049"	"2.49136169383427"	"2.57287160220048"	"2.73639650227664"	"2.50242711998443"	"2.36361197989214"	"2.51054501020661"	"2.70500795933334"	"2.09342168516224"	"2.16731733474818"	"2.55870857053317"	"2.54032947479087"	"2.54530711646582"	"2.84447717574568"	"2.48572142648158"	"2.61066016308988"	"2.62013605497376"	"2.56584781867352"	"2.56584781867352"	"2.63748972951251"	"2.77670118398841"	"2.89542254603941"	"2.8668778143375"
"U07424_at"	"2.83250891270624"	"2.08635983067475"	"2.39269695325967"	"3.01325866528352"	"2.959518376973"	"2.90955602924118"	"3.07809415040641"	"2.70671778233676"	"2.91487181754005"	"2.98677173426624"	"2.86093662070009"	"2.7481880270062"	"2.35602585719312"	"2.41161970596323"	"3.11627558758054"	"2.90687353472207"	"2.53655844257153"	"2.86510397464113"	"2.9903388547876"	"2.52113808370404"	"2.63447727016073"	"2.76267856372744"	"2.45178643552429"	"2.73399928653839"	"3.2464985807958"	"3.01577875638904"	"2.75663610824585"	"2.97589113640179"	"2.91434315711944"	"2.72427586960079"	"2.75358305889291"	"2.94694327069783"	"3.04453976039241"	"2.97543180850926"
"U07550_at"	"2.2148438480477"	"2.33845649360460"	"2.47421626407626"	"2.8750612633917"	"3.10687054447865"	"2.66275783168157"	"2.8394780473742"	"2.34439227368511"	"2.41497334797082"	"3.04493154614916"	"2.12057393120585"	"2.17026171539496"	"2.30102999566398"	"2.56937390961505"	"2.80617997398389"	"2.71264970162721"	"2.10720996964787"	"2.33041377334919"	"2.50379068305718"	"2"	"2.19865708695442"	"2"	"2.13353890837022"	"2.23552844690755"	"2.78461729263288"	"2.21748394421391"	"2.23044892137827"	"2.4456042032736"	"2.44247976906445"	"2.13987908640124"	"2.81424759573192"	"2.53019969820308"	"2.15533603746506"	"2.38560627359831"
"U07563_cds1_at"	"2"	"2.07188200730613"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.08635983067475"	"2"	"2.23299611039215"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.02530586526477"
"U07664_at"	"3.15198239545747"	"2.96894968098134"	"2.85733249643127"	"3.02897770520878"	"2.83378437465648"	"2.91222205653242"	"2.3541084391474"	"2.97266559226611"	"2.90417436828416"	"2.65224634100332"	"2.7701152947871"	"2.60745502321467"	"2.95616843047536"	"2.82801506422398"	"2.62531245096167"	"3.03382569395331"	"2.46389298898591"	"2.8234742291703"	"2.8561244442423"	"2.97173959088778"	"2.7481880270062"	"3.1156105116743"	"3.08778141780954"	"3.10516942799933"	"3.04571405894087"	"3.00346053210951"	"3.20167017964658"	"2.82865989653532"	"3.10380372095596"	"2.95856388322197"	"2.50650503240487"	"2.89209460269048"	"3.26173854735254"	"3.14301480025410"
"U07681_at"	"2.40654018043396"	"2.30102999566398"	"2.44090908206522"	"2.63548374681491"	"2.58883172559421"	"2.67942789661212"	"2.28780172993023"	"2"	"2.05690485133647"	"2.22530928172586"	"2"	"2.07918124604762"	"2.37839790094814"	"2.25285303097989"	"2.68394713075151"	"2.62117628177504"	"2.22010808804006"	"2.52113808370404"	"2.28555730900777"	"2.46089784275655"	"2.26481782300954"	"2.50920252233110"	"2.36361197989214"	"2.25042000230889"	"2.70926996097583"	"2.21748394421391"	"2.10037054511756"	"2.28555730900777"	"2.53907609879278"	"2.30749603791321"	"2"	"2.60530504614111"	"2.74036268949424"	"2.53402610605613"
"U07695_at"	"3.07990446766672"	"3.01828430842653"	"3.04727486738418"	"2.86272752831797"	"2.95279244304409"	"3.26693691115917"	"2.90091306773767"	"2.52374646681156"	"2.959518376973"	"3.04844180355040"	"3.06632592536204"	"2.76342799356294"	"2.92788341033071"	"2.88422876963260"	"3.11260500153457"	"2.94792361983173"	"2.33445375115093"	"3.06929801211553"	"2.94694327069783"	"2.93145787068901"	"2.71516735784846"	"3.03019478535675"	"2.98452731334379"	"3.07664044367034"	"2.97220283837906"	"2.85430604180108"	"3.03662889536216"	"2.82216807936802"	"3.01535975540921"	"2.91698004732038"	"2.76342799356294"	"3.05076631123304"	"3.25983269906348"	"3.01577875638904"
"U07802_at"	"3.28126068705501"	"2.85125834871908"	"3.66322963453287"	"3.29003461136252"	"3.46239799789896"	"3.001733712809"	"3.3220124385824"	"3.39707054995941"	"2.7664128471124"	"3.1152775913959"	"3.23704079137919"	"3.17522180034305"	"3.44498111208794"	"3.68529378138678"	"3.61204174464527"	"3.46760810558363"	"3.09131515969722"	"3.15167623084705"	"2.77597433112937"	"3.03422726077055"	"2.87621784059164"	"3.088844562727"	"3.01577875638904"	"3.24501887073775"	"3.26505378850402"	"3.03662889536216"	"3.03140846425162"	"2.96425963019685"	"3.26054837263698"	"2.90902085421116"	"2.60097289568675"	"3.25935492730803"	"3.53339070801755"	"3.30470589821277"
"U07857_at"	"3.14144977340047"	"3.30899102900016"	"3.46938013584993"	"3.32159843046534"	"3.80976166510713"	"3.37364747220922"	"3.28891960566173"	"3.23929947912689"	"3.34674405460485"	"3.2169572073611"	"3.0948203803548"	"3.30770992340481"	"3.30081279411812"	"3.64236558084497"	"3.53807078704317"	"3.3933996952931"	"3.35430056234536"	"3.18808437371494"	"3.12580645813953"	"3.08635983067475"	"3.43344979376160"	"3.43184604569873"	"3.29424571613812"	"3.41463914673701"	"3.40174508223706"	"3.04921802267018"	"3.03782475058834"	"3.13861843389949"	"3.36191661866864"	"3.14301480025410"	"3.25139485004010"	"3.47392469341616"	"3.09933527768596"	"3.28914283593233"
"U07919_at"	"2.55509444857832"	"2.58206336291171"	"2.60530504614111"	"2.41161970596323"	"2"	"2.50379068305718"	"2.25527250510331"	"2.36172783601759"	"2"	"2.00860017176192"	"2.22010808804006"	"2"	"2"	"2"	"2.4345689040342"	"2.17026171539496"	"2"	"2"	"2.30749603791321"	"2.21748394421391"	"2.35602585719312"	"2.78318869107526"	"2.45178643552429"	"2.35218251811136"	"2.62221402296630"	"2.65513843481138"	"2"	"2.54654266347813"	"2.37657695705651"	"2.67394199863409"	"2.31386722036915"	"2.33845649360460"	"2.63648789635337"	"2.65224634100332"
"U08023_at"	"2"	"2.09342168516224"	"2"	"2"	"2.33445375115093"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.38738982633873"	"2.00860017176192"	"2"	"2.17318626841227"	"2"	"2.25767857486918"	"2.46389298898591"	"2.08635983067475"	"2"	"2"	"2"	"2"	"2"	"2.17897694729317"	"2"	"2"	"2.17026171539496"	"2.8234742291703"	"2"
"U08316_at"	"2.26245108973043"	"2.74741180788642"	"2.48855071650044"	"2.57749179983723"	"2.71096311899528"	"2.6414741105041"	"2.23552844690755"	"2.33445375115093"	"2.12710479836481"	"2.16435285578444"	"2.44870631990508"	"2.26717172840301"	"2.52891670027765"	"2.47856649559384"	"2.92941892571429"	"2.94448267215017"	"2.76417613239033"	"2.40483371661994"	"2.16435285578444"	"2.15228834438306"	"2.22010808804006"	"2.81424759573192"	"2.77742682238931"	"2.67760695272049"	"2.49692964807321"	"2.24551266781415"	"2.41329976408125"	"2.58319877396862"	"2.56110138364906"	"2.22271647114758"	"2.18752072083646"	"2.68394713075151"	"2.67577834167409"	"2.53147891704226"
"U08336_at"	"2.59659709562646"	"2"	"2.60959440922522"	"2"	"2"	"2.03742649794062"	"2.22788670461367"	"2.31386722036915"	"2.13672056715641"	"2"	"2.43933269383026"	"2.26481782300954"	"2.52374646681156"	"2.32221929473392"	"2.48000694295715"	"2.41995574848976"	"2.21218760440396"	"2.40993312333129"	"2.73878055848437"	"2.30102999566398"	"2.08635983067475"	"2.65896484266444"	"2.62531245096167"	"2.44715803134222"	"2.3096301674259"	"2.48855071650044"	"2.15228834438306"	"2.0899051114394"	"2.62940959910272"	"2.3654879848909"	"2.20411998265592"	"2"	"2.30749603791321"	"2.38560627359831"
"U08815_at"	"2.18752072083646"	"2.17318626841227"	"2.33845649360460"	"2.72015930340596"	"2.7427251313047"	"2.49276038902684"	"2.72672720902657"	"2.10380372095596"	"2"	"2.60097289568675"	"2.16136800223497"	"2.3096301674259"	"2.32221929473392"	"2.1846914308176"	"2.75587485567249"	"2.35793484700045"	"2.49968708261840"	"2.66370092538965"	"2"	"2.30102999566398"	"2.29225607135648"	"2.63346845557959"	"2.65896484266444"	"2.64443858946784"	"2.74741180788642"	"2.26481782300954"	"2.42813479402879"	"2.75050839485135"	"2.38738982633873"	"2.52244423350632"	"2.45636603312904"	"2.70757017609794"	"2.28330122870355"	"2.41329976408125"
"U08989_at"	"2"	"2.26481782300954"	"2.41664050733828"	"2.24551266781415"	"2"	"2.38560627359831"	"2"	"2"	"2"	"2"	"2"	"2.34635297445064"	"2"	"2.2405492482826"	"2"	"2.43136376415899"	"2.02530586526477"	"2.07554696139253"	"2.18752072083646"	"2"	"2"	"2"	"2"	"2"	"2"	"2.29666519026153"	"2.42813479402879"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
"U09117_at"	"2.47129171105894"	"3.22993768590793"	"2.90633504180509"	"2.86864443839483"	"2.74973631556906"	"2.84633711212981"	"2.71516735784846"	"2.51719589794997"	"2.49692964807321"	"2.91539983521227"	"2.67117284271508"	"2.71516735784846"	"2.72997428569956"	"2.57403126772772"	"2.84447717574568"	"2.97543180850926"	"2.56348108539441"	"2.71516735784846"	"2.48572142648158"	"2.66931688056611"	"3.18525876529658"	"3.10890312766731"	"2.94694327069783"	"2.7160033436348"	"2.76863810124761"	"2.42975228000241"	"2.33445375115093"	"2.57978359661681"	"2.65991620006985"	"3.01994668167884"	"2.46982201597816"	"3.15896526038341"	"3.27554168840131"	"2.94448267215017"
"U09196_at"	"2.97127584873811"	"2.77451696572855"	"2.55144999797288"	"2.83569057149243"	"3.09061070782841"	"3.14519640611418"	"2.87737134586977"	"3.04921802267018"	"3.14395111642396"	"3.02284061087653"	"3.04139268515822"	"3.1078880251828"	"2.98497712641549"	"2.89542254603941"	"2.99255351783214"	"3.22788670461367"	"2.54157924394658"	"2.94987770403687"	"3.04218159451577"	"3.06669855042300"	"2.93951925261862"	"2.92788341033071"	"2.75815462196739"	"2.99563519459755"	"3.06707085604537"	"2.95424250943932"	"3.00043407747932"	"2.92685670894969"	"2.81822589361396"	"2.88874096068289"	"2.58994960132571"	"3.28623185402855"	"3.12221587827283"	"3.01870049866624"
"U09284_at"	"2.12057393120585"	"2.23552844690755"	"2"	"2"	"2.23299611039215"	"2.25527250510331"	"2"	"2.03342375548695"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.20951501454263"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.13672056715641"	"2"	"2"	"2"	"2.17318626841227"	"2.12710479836481"	"2.0899051114394"	"2.26245108973043"	"2.34635297445064"	"2.35983548233989"
"U09303_at"	"2.83250891270624"	"2.57634135020579"	"2.76492298464989"	"2.17897694729317"	"2.60745502321467"	"2.72997428569956"	"2.39269695325967"	"2.46686762035411"	"2.40312052117582"	"2.6414741105041"	"2.57518784492766"	"2.44090908206522"	"2.62221402296630"	"2.61804809671209"	"2.57403126772772"	"2.71180722904119"	"2.2405492482826"	"2.33645973384853"	"2.71180722904119"	"2.50105926221775"	"2.3541084391474"	"2.67024585307412"	"2.6170003411209"	"2.65513843481138"	"2.04921802267018"	"2.35983548233989"	"2.52244423350632"	"2.35218251811136"	"2.60959440922522"	"2.5327543789925"	"2.19312459835446"	"2.65127801399814"	"2.77742682238931"	"2.53781909507327"
"U09366_at"	"2"	"2.61489721603313"	"2.15533603746506"	"2"	"2.39269695325967"	"2.51321760006794"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.26951294421792"	"2.17897694729317"	"2.13987908640124"	"2"	"2.04921802267018"	"2.39619934709574"	"2"	"2.04139268515823"	"2.46982201597816"	"2"	"2"	"2"	"2"	"2.14301480025410"	"2.14921911265538"	"2.19312459835446"	"2"	"2"	"2.48287358360875"	"3.01157044359728"	"2.51982799377572"
"U09410_at"	"2.38560627359831"	"2.71933128698373"	"2.48429983934679"	"2.23552844690755"	"2.35983548233989"	"2.67394199863409"	"2.24551266781415"	"2"	"2.02118929906994"	"2"	"2"	"2.07918124604762"	"2.47712125471966"	"2.59659709562646"	"2.34635297445064"	"2.43775056282039"	"2.41161970596323"	"2.42160392686983"	"2.42651126136458"	"2.20411998265592"	"2.10037054511756"	"2.77742682238931"	"2.70070371714502"	"2.33041377334919"	"2.35983548233989"	"2.07554696139253"	"2.21218760440396"	"2.25285303097989"	"2.30319605742049"	"2.44870631990508"	"2.10720996964787"	"2.53781909507327"	"2.82736927305383"	"2.55990662503611"
"U09414_at"	"2.47129171105894"	"2.45024910831936"	"2.31806333496276"	"2.20682587603185"	"2.64246452024212"	"2.70070371714502"	"2"	"2.13672056715641"	"2.42324587393681"	"2"	"2.20411998265592"	"2"	"2.36361197989214"	"2.39967372148104"	"2.45331834004704"	"2.31386722036915"	"2.27875360095283"	"2.46834733041216"	"2.55022835305509"	"2.47275644931721"	"2.58771096501891"	"2.54032947479087"	"2.50105926221775"	"2.39445168082622"	"2.38738982633873"	"2.33845649360460"	"2.39794000867204"	"2.53402610605613"	"2.43616264704076"	"2.23044892137827"	"2.34044411484012"	"2.48429983934679"	"2.86093662070009"	"2.46389298898591"
"U09477_at"	"2.53402610605613"	"2.50105926221775"	"2.37106786227174"	"2.49554433754645"	"2.74585519517373"	"2.66275783168157"	"2.30319605742049"	"2.27646180417324"	"2.47129171105894"	"2.14301480025410"	"2.35983548233989"	"2.32428245529769"	"2.41830129131975"	"2.64443858946784"	"2.67024585307412"	"2.45636603312904"	"2.53529412004277"	"2.35983548233989"	"2.35983548233989"	"2"	"2"	"2.61278385671974"	"2.57518784492766"	"2.54654266347813"	"2.3654879848909"	"2.37106786227174"	"2.30102999566398"	"2"	"2.44870631990508"	"2.38021124171161"	"2.33645973384853"	"2.54406804435028"	"3.07627625540422"	"2.43616264704076"
"U09564_at"	"2.43136376415899"	"2.65609820201283"	"2.72427586960079"	"2.60959440922522"	"3.16524432612531"	"2.75966784468963"	"2.67394199863409"	"2.64246452024212"	"2.41995574848976"	"2.3654879848909"	"2.63346845557959"	"2.40140054078154"	"2.35793484700045"	"2.46389298898591"	"2.80140371001735"	"2.89707700320942"	"2.37657695705651"	"2.56110138364906"	"2.54406804435028"	"2.55990662503611"	"2.12057393120585"	"2.52633927738984"	"2.61278385671974"	"2.46686762035411"	"2.62013605497376"	"2.38560627359831"	"2"	"2.85247999363686"	"2.25285303097989"	"2.23299611039215"	"2.46389298898591"	"2.43296929087441"	"2.77085201164214"	"2.32221929473392"
"U09578_at"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.44870631990508"	"2"	"2"	"2"	"2"	"2.05307844348342"	"2"	"2.77815125038364"	"2"	"2.61278385671974"	"2.28780172993023"	"2"	"2"	"3.41279642871654"	"2.36172783601759"	"2.18184358794477"	"2.8055008581584"	"2.78031731214015"	"2.40993312333129"	"2.18752072083646"	"2.73158876518674"	"2.67942789661212"	"2.42813479402879"	"2.53019969820308"	"2.55990662503611"	"2.27646180417324"	"2.55509444857832"
"U09579_at"	"2.96801571399364"	"2.66745295288995"	"3.45086469237977"	"2.70243053644553"	"3.25743856685981"	"2.87909587950007"	"2.53402610605613"	"2.60097289568675"	"2.42813479402879"	"3.07773117965239"	"2.96801571399364"	"2.30535136944662"	"2.86864443839483"	"2.77887447200274"	"2.74429298312268"	"3.54369563230925"	"2.58994960132571"	"2.7701152947871"	"2.17897694729317"	"2.53529412004277"	"2.79169064902012"	"2.78031731214015"	"2.97266559226611"	"2.39794000867204"	"2.4456042032736"	"2"	"3.03502928220237"	"2"	"2.7701152947871"	"2.65609820201283"	"2"	"2.85793526471943"	"2"	"2.79588001734408"
"U09607_at"	"2.45788189673399"	"2.85003325768977"	"2"	"2.33845649360460"	"2.46239799789896"	"2.84633711212981"	"2.60097289568675"	"2"	"2.78746047451842"	"2.68033551341456"	"2.88761730033574"	"2.72916478969277"	"2.94694327069783"	"2.72754125702856"	"2.63144376901317"	"2.66745295288995"	"2.74429298312268"	"2.73158876518674"	"2.20139712432045"	"2"	"2.22530928172586"	"3.05766610390983"	"3.11293997608408"	"2.49692964807321"	"2.89320675305985"	"2.60638136511061"	"2"	"2.82930377283102"	"3.10277661488344"	"2.69284691927723"	"2.41161970596323"	"2.34635297445064"	"2.80208925788173"	"2.74115159885179"
"U09770_at"	"3.004751155591"	"3.31680875205302"	"2"	"2.31806333496276"	"2"	"3.14426277376199"	"3.22556771343947"	"2"	"2.75587485567249"	"2"	"2.33243845991561"	"2.91907809237607"	"2.82736927305383"	"3.18836592606315"	"3.17464119266045"	"2.78675142214556"	"2.24303804868629"	"2.82865989653532"	"2"	"2.46089784275655"	"3.8560639533331"	"3.3356584522893"	"3.29336255471145"	"2.91803033678488"	"3.27966694404846"	"2.54032947479087"	"3.13830269816628"	"2"	"3.463295609962"	"3.15563963375978"	"2.44715803134222"	"3.71172289182723"	"3.23223352111473"	"3.44793286559218"
"U09813_at"	"3.13065534902203"	"3.16016829295851"	"3.27531135454181"	"3.25647720624168"	"3.49023948524629"	"3.31492005599242"	"3.27415784926368"	"3.18695633546541"	"3.30513631894364"	"3.26410915630581"	"2.96801571399364"	"3.10243370568134"	"2.98181860717066"	"3.24895361549571"	"3.46284703583167"	"3.29928933408768"	"3.17522180034305"	"3.29490691060519"	"3.12580645813953"	"2.73479982958885"	"3.35218251811136"	"3.16731733474818"	"3.3982873053574"	"3.37839790094814"	"3.48628876096057"	"3.13033376849501"	"3.00302947055362"	"3.28510702956681"	"2.97726621242729"	"3.23653726148869"	"3.38827886345964"	"3.41229250932305"	"2.8394780473742"	"3.30578115125498"
"U09825_at"	"2.94001815500766"	"2.86569605991607"	"2.91275330367132"	"2.82477646247555"	"2.98317507203781"	"3.12904505988796"	"2.6159500516564"	"2.49415459401844"	"2.88761730033574"	"2.88817949391833"	"2.7041505168398"	"2.51982799377572"	"2.81358098856819"	"2.91960102378411"	"2.8750612633917"	"3.03422726077055"	"2.80617997398389"	"2.72509452108147"	"2.86391737695786"	"2.3541084391474"	"2.80482067872116"	"3.04336227802113"	"2.70586371228392"	"2.90955602924118"	"2.94792361983173"	"2.69810054562339"	"2.96707973414450"	"2.38916608436453"	"2.84198480459011"	"2.70500795933334"	"2.69284691927723"	"3.05461305455689"	"2.96189547366785"	"3.04139268515822"
"U09848_at"	"2.57287160220048"	"2.8926510338773"	"2.47856649559384"	"2.54777470538782"	"2.66838591669"	"2.62013605497376"	"2.52374646681156"	"2.32837960343874"	"2.01283722470517"	"2.20139712432045"	"2.43933269383026"	"2.19589965240923"	"2.38381536598043"	"2.39794000867204"	"2.46389298898591"	"2.6414741105041"	"2.36361197989214"	"2.4345689040342"	"2.66275783168157"	"2.29003461136252"	"2.30319605742049"	"2.45178643552429"	"2.44247976906445"	"2.49276038902684"	"2.45024910831936"	"2.20682587603185"	"2.57287160220048"	"2.58771096501891"	"2.40993312333129"	"2.29666519026153"	"2"	"2.56229286445647"	"2.79795964373720"	"2.55990662503611"
"U09850_at"	"2.77670118398841"	"2"	"2.63948648926859"	"2.37106786227174"	"2.34044411484012"	"2.87909587950007"	"2.38916608436453"	"2.38381536598043"	"2.62531245096167"	"2.53907609879278"	"2.54032947479087"	"2.50920252233110"	"2.6170003411209"	"2.73719264270474"	"2.70757017609794"	"2.69722934275972"	"2.46389298898591"	"2.74507479158206"	"2.57749179983723"	"2.33845649360460"	"2.45484486000851"	"2.86272752831797"	"2.66464197555613"	"2.78816837114117"	"2.49276038902684"	"2.52374646681156"	"2.94299959336604"	"2"	"2.82020145948564"	"2.42324587393681"	"2"	"2"	"2"	"2"
"U09860_at"	"2"	"2"	"2.8481891169914"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.00432137378264"	"2"	"2"
"U10117_at"	"2.42324587393681"	"2.41995574848976"	"2.81424759573192"	"2.38916608436453"	"2.78103693862113"	"2.1846914308176"	"2.5327543789925"	"2.43296929087441"	"2.12385164096709"	"2.06818586174616"	"2.49136169383427"	"2.58994960132571"	"2.72754125702856"	"2.69019608002851"	"2.92479599579791"	"3.00346053210951"	"2.52633927738984"	"2.11058971029925"	"2.44715803134222"	"2"	"2"	"2.87966920563205"	"2.34439227368511"	"2.28555730900777"	"2.36172783601759"	"2.37106786227174"	"2.3096301674259"	"2.41161970596323"	"2.56584781867352"	"2.19589965240923"	"2.54282542695918"	"2.56702636615906"	"2.65801139665711"	"2.60745502321467"
