""	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"	"X35"	"X36"	"X37"	"X38"
"S67070_at"	"2.71683772329952"	"2.88024177589548"	"2.87215627274829"	"3.02366391819779"	"2.65991620006985"	"3.00732095292274"	"3.09691001300806"	"2.32428245529769"	"2.56110138364906"	"2.68484536164441"	"2.39269695325967"	"2.8318697742805"	"2.75127910398334"	"2.62838893005031"	"2.79726754083072"	"3.02201573981772"	"2"	"2.77742682238931"	"2.68930885912362"	"2.50242711998443"	"2.56937390961505"	"2.65801139665711"	"3.00774777800074"	"2.11394335230684"	"2.94398887507377"	"2.83632411570675"	"2.92064500140679"	"2.51321760006794"	"2.33845649360460"	"2.53147891704226"	"2.72263392253381"	"2.49692964807321"	"2.60097289568675"	"2.78103693862113"	"2.56466606425209"	"3.08529057823006"	"3.16996817399689"	"2.86510397464113"
"S67325_at"	"2.31386722036915"	"2.64836001098093"	"2.55022835305509"	"2.42324587393681"	"2.58771096501891"	"2.3096301674259"	"2.27415784926368"	"2.47567118832443"	"2.41329976408125"	"2.32633586092875"	"2.18752072083646"	"2.29885307640971"	"2.1846914308176"	"2.6232492903979"	"2.60959440922522"	"2.25042000230889"	"2.63748972951251"	"2.5854607295085"	"2.39093510710338"	"2.96520170102591"	"2.42160392686983"	"2.38738982633873"	"2.41161970596323"	"2.56110138364906"	"2.48144262850230"	"2.38021124171161"	"2.13353890837022"	"2.35602585719312"	"2.63144376901317"	"2.17609125905568"	"2.71011736511182"	"2.77597433112937"	"2.51321760006794"	"2.31175386105575"	"2.41995574848976"	"2.48995847942483"	"2.29003461136252"	"2.40140054078154"
"S68616_at"	"3.13065534902203"	"2.65705585285710"	"3.01786771896351"	"3.04060234011407"	"2.85853719756964"	"2.75511226639507"	"3.03221570329798"	"2.98000337158375"	"2.91592721169712"	"2.82151352840477"	"2.80277372529198"	"2.75358305889291"	"2.85308952985187"	"2.75281643118827"	"2.95904139232109"	"3.06069784035361"	"2"	"2.92220627743902"	"2.98272338766855"	"3.15685190107001"	"2.75891189239797"	"2.97909290063833"	"2.93348728784871"	"2.91803033678488"	"2.91222205653242"	"2.93751789201735"	"2.84135947045485"	"3.18012587516405"	"2.99255351783214"	"2.79934054945358"	"3.02653326452330"	"3.14363923527454"	"2.89542254603941"	"2.63948648926859"	"3.13257984765974"	"3.18977095634687"	"2.92839585225671"	"3.41597441137657"
"S69115_at"	"2.94792361983173"	"2.79726754083072"	"2.63948648926859"	"2.91381385238372"	"3.19755621315354"	"2.07554696139253"	"2.7160033436348"	"2.76117581315573"	"2.86746748785905"	"2.45939248775923"	"2.52374646681156"	"2.97266559226611"	"3.20002926655377"	"3.31576049066573"	"2.99387691494121"	"3.02734960777476"	"2"	"2"	"2.63648789635337"	"2.55266821611219"	"2"	"2.45484486000851"	"2"	"3.03140846425162"	"2.84695532501982"	"2.98677173426624"	"2"	"2.78031731214015"	"2.11058971029925"	"2.53147891704226"	"2.76715586608218"	"2.57403126772772"	"2.72835378202123"	"2.50650503240487"	"2.56820172406700"	"2.39967372148104"	"2.8750612633917"	"2.68033551341456"
"S70609_at"	"2.66745295288995"	"2.55388302664387"	"2.83695673705955"	"2.51851393987789"	"2.08278537031645"	"2.45636603312904"	"2.72591163229505"	"2.68214507637383"	"2.65801139665711"	"2"	"2.44404479591808"	"2.43296929087441"	"2.4345689040342"	"2.27875360095283"	"2.63748972951251"	"2"	"2"	"2.51454775266029"	"2.34635297445064"	"2.72997428569956"	"2"	"2.68752896121463"	"2.1846914308176"	"2.38381536598043"	"2.69196510276736"	"2.60959440922522"	"2.79934054945358"	"2.48144262850230"	"2"	"2.62736585659273"	"2.86451108105839"	"2.96094619573383"	"2.66086547800387"	"2"	"2"	"2.46089784275655"	"2.67942789661212"	"2.95904139232109"
"S71824_at"	"2.60205999132796"	"2.41161970596323"	"2.69810054562339"	"2.70586371228392"	"2.37291200297011"	"2.53655844257153"	"2.65127801399814"	"2.60852603357719"	"2.57749179983723"	"2.62531245096167"	"2.35602585719312"	"2.37839790094814"	"2.42160392686983"	"2.37474834601010"	"2.44715803134222"	"2.51321760006794"	"2.3096301674259"	"2.26481782300954"	"2.32428245529769"	"2.51851393987789"	"2.32633586092875"	"2.44247976906445"	"2.55266821611219"	"2.54406804435028"	"2.39269695325967"	"2.51982799377572"	"2.62221402296630"	"2.53529412004277"	"2.11058971029925"	"2.6159500516564"	"2.42488163663107"	"2.65127801399814"	"2.75663610824585"	"2.02530586526477"	"2"	"2.54530711646582"	"2.77524625974024"	"2.89542254603941"
"S72008_at"	"3.19562294358694"	"3.3981136917305"	"3.34242268082221"	"3.13161866434913"	"3.17983892802319"	"2.94250410616808"	"2.80955971463527"	"2.98407703390283"	"3.43007505555194"	"3.00130093302042"	"3.03422726077055"	"2.78675142214556"	"3.24204423936955"	"3.23401081758718"	"3.22479195649268"	"3.15533603746506"	"3.25911584418507"	"2.93951925261862"	"3.00860017176192"	"3.37199091146491"	"3.31555053442190"	"2.90848501887865"	"3.09025805293132"	"3.3096301674259"	"2.78958071216443"	"2.92272545799326"	"2.8481891169914"	"2.79588001734408"	"2.78390357927274"	"2.79934054945358"	"2.77524625974024"	"2.6232492903979"	"2.96848294855393"	"3.14395111642396"	"2.90848501887865"	"2.95133751879592"	"3.00560944536028"	"2.96331551138611"
"S72487_at"	"2.59988307207369"	"2.67394199863409"	"2.69897000433602"	"2.62940959910272"	"2.31597034545692"	"2.61066016308988"	"2.48713837547719"	"2.74350976472843"	"2.67209785793572"	"2.63748972951251"	"2.51054501020661"	"2.55266821611219"	"2.15228834438306"	"2.27415784926368"	"2.51719589794997"	"2.35602585719312"	"2"	"2"	"2.47421626407626"	"2.17318626841227"	"2"	"2.31597034545692"	"2.45178643552429"	"2.54406804435028"	"2.55870857053317"	"2"	"2.55022835305509"	"2.71516735784846"	"2.51054501020661"	"2.72345567203519"	"2.90471554527868"	"2.64640372622307"	"2.67394199863409"	"2.51454775266029"	"2.37291200297011"	"2.72263392253381"	"2.62531245096167"	"2.87215627274829"
"S73149_at"	"3.09236969962912"	"3.08026562733984"	"3.24477176149529"	"2.89597473235906"	"2.90525604874845"	"2.91328390176042"	"3.04257551244019"	"3.25527250510331"	"3.00560944536028"	"2.94546858513182"	"2.91855453055027"	"2.91381385238372"	"3.08386080086657"	"3.09447112864164"	"3.00774777800074"	"3.11092624226642"	"3.40874860618424"	"3.07371835034612"	"2.99607365448528"	"3.27829620809127"	"2.90955602924118"	"3.07298474462793"	"2.83122969386706"	"3.02938377768521"	"2.92324401863028"	"3.15106325335375"	"3.24625231229932"	"3.17493159352844"	"3.19312459835446"	"3.18723861983148"	"3.17983892802319"	"3.24154648059655"	"3.08742645703629"	"2.78031731214015"	"2.97726621242729"	"3.15836249209525"	"3.27508089845686"	"3.34888872307144"
"S73591_at"	"3.98063956744374"	"3.33725953975028"	"4.0600175425316"	"3.61405310598722"	"3.57829530512083"	"3.80126647048962"	"3.58342550040651"	"3.79358086736816"	"3.76945117940204"	"2.73399928653839"	"3.53491410442987"	"2.93449845124357"	"3.95443548632848"	"3.92246594529841"	"3.7614767795447"	"3.79070728732768"	"4.08700012079599"	"3.67687643197314"	"3.88935773688893"	"4.11524428532725"	"3.29622628726116"	"3.18184358794477"	"3.62930764007375"	"3.62991903550354"	"3.22865695810894"	"3.71365851620836"	"3.44232295574557"	"3.78767296468749"	"3.80522891420343"	"3.80167805903589"	"3.7928817453854"	"4.17664101729267"	"3.64914006414422"	"3.37602918172818"	"2.8561244442423"	"3.65079303965193"	"3.73134697554596"	"3.30362797638389"
"S73813_at"	"2"	"2.06445798922692"	"2.38738982633873"	"2.12057393120585"	"2.25285303097989"	"2.27875360095283"	"2"	"2"	"2"	"2.10037054511756"	"2"	"2.25285303097989"	"2.14612803567824"	"2.01703333929878"	"2.15533603746506"	"2"	"2.52374646681156"	"2.62117628177504"	"2"	"2.20951501454263"	"2"	"2"	"2.32221929473392"	"2"	"2.25285303097989"	"2.29225607135648"	"2.34242268082221"	"2.46089784275655"	"2"	"2.06445798922692"	"2.32014628611105"	"2"	"2"	"2"	"2.12057393120585"	"2.31175386105575"	"2.4345689040342"	"2.00432137378264"
"S74017_at"	"2"	"2.82865989653532"	"2"	"2.40483371661994"	"2.56110138364906"	"2"	"2.43933269383026"	"2.20411998265592"	"2.06069784035361"	"2.07188200730613"	"2.14921911265538"	"2.54282542695918"	"2.53147891704226"	"2.57749179983723"	"2.67302090712890"	"2.5705429398819"	"2.95568775031351"	"2.26717172840301"	"2.90200289135073"	"2.68124123737559"	"2.52762990087134"	"2.65896484266444"	"2"	"2.70586371228392"	"2"	"2.40140054078154"	"2"	"2.19865708695442"	"2"	"2.78675142214556"	"2.72345567203519"	"2.04139268515823"	"2.81291335664286"	"3.06520612805431"	"2.29446622616159"	"2"	"2.86391737695786"	"2.9982593384237"
"S74221_at"	"2.61172330800734"	"2.50242711998443"	"2.68930885912362"	"2.74663419893758"	"2.82151352840477"	"2.45331834004704"	"2.53402610605613"	"2.58206336291171"	"2.83314711191279"	"2.68033551341456"	"2.77597433112937"	"2.32014628611105"	"2.70671778233676"	"2.79379038469082"	"2.90741136077459"	"2.6232492903979"	"2.68663626926229"	"2.45636603312904"	"2.77524625974024"	"3.06258198422816"	"2.97266559226611"	"2.51321760006794"	"2.56348108539441"	"2.79169064902012"	"2.65609820201283"	"2.55750720190566"	"2.61909333062674"	"2.65896484266444"	"2.34830486304816"	"2.6232492903979"	"2.6159500516564"	"2.70842090013471"	"2.51454775266029"	"2.63848925695464"	"2.82542611776782"	"2.42324587393681"	"2.42813479402879"	"2.38560627359831"
"S74445_at"	"2.84571801796666"	"2.28555730900777"	"2.53402610605613"	"2.54406804435028"	"2"	"2.7041505168398"	"2.78816837114117"	"2.48287358360875"	"2.72427586960079"	"2.56584781867352"	"2.40312052117582"	"2.26717172840301"	"2"	"2.56584781867352"	"2.48000694295715"	"2.37839790094814"	"2.71264970162721"	"2.52633927738984"	"2.26717172840301"	"2"	"2"	"2.78247262416629"	"2.72263392253381"	"2.56466606425209"	"2.40483371661994"	"2.70586371228392"	"2.64836001098093"	"2.54530711646582"	"2.74973631556906"	"2"	"2.76042248342321"	"2.25042000230889"	"3.03981055414835"	"2"	"2.61278385671974"	"2.37657695705651"	"2"	"2.91698004732038"
"S75168_rna1_at"	"2.70671778233676"	"2.61909333062674"	"2.92890769024395"	"2.98452731334379"	"2.95375969173323"	"2.52374646681156"	"2.96567197122011"	"2.76417613239033"	"2.75050839485135"	"2.59328606702046"	"2.52374646681156"	"2.75663610824585"	"2.70671778233676"	"3.29841638006129"	"2.84509804001426"	"2.76192783842053"	"3.14705767102836"	"2.63848925695464"	"2.73319726510657"	"3"	"2"	"2.82736927305383"	"2.59879050676312"	"2.89597473235906"	"2.86033800657099"	"2.85733249643127"	"2.89153745767256"	"2.92737036303902"	"2.97954837470410"	"2.90955602924118"	"2.71096311899528"	"2.91803033678488"	"3.02734960777476"	"2.66275783168157"	"2.63144376901317"	"2.89542254603941"	"3.21138755293686"	"3.20628604441243"
"S75463_at"	"3.04218159451577"	"3.23603314711764"	"3.16820274684263"	"3.26951294421792"	"3.44808766669234"	"3.07445071895459"	"3.20628604441243"	"2.95808584852109"	"3.58217703768841"	"3.35276119172383"	"3.28171497002730"	"3.14952701375435"	"3.24328614608345"	"3.29512708525219"	"3.55339751012388"	"3.26623169668989"	"3.26834391395106"	"3.07736790528416"	"3.24600590407603"	"3.74452767347257"	"2.30319605742049"	"2.98091193777684"	"3.15411952551585"	"3.33705972632052"	"2.99563519459755"	"3.20085049809108"	"2.85125834871908"	"3.16583762469013"	"2.94051648493257"	"3.26576091671761"	"3.30362797638389"	"2.8481891169914"	"3.19728055812562"	"3.18723861983148"	"3.36116099519503"	"3.41780372263988"	"3.11727129565576"	"2"
"S76617_at"	"2"	"2"	"2"	"3.15836249209525"	"3.37474834601010"	"2"	"3.11793383503964"	"2"	"2.68752896121463"	"2"	"2"	"2"	"3.04999285692014"	"2.62428209583567"	"3.17055505852121"	"3.04178731897175"	"2"	"2.41995574848976"	"2.31597034545692"	"3.13987908640124"	"2"	"3.10311925354571"	"2"	"2.78175537465247"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
"S76965_at"	"2.29885307640971"	"2.28780172993023"	"2.88309335857569"	"2.45636603312904"	"2.33645973384853"	"2.54406804435028"	"2.11058971029925"	"2"	"2.80071707828239"	"2.49136169383427"	"2.35983548233989"	"2"	"2"	"2.3541084391474"	"2.17897694729317"	"2.07188200730613"	"2"	"2.27875360095283"	"2"	"2.71850168886727"	"2.46089784275655"	"2.09691001300806"	"2.30749603791321"	"2.11727129565576"	"2"	"2"	"2.40654018043396"	"2"	"2"	"2"	"2"	"2"	"2.09691001300806"	"2"	"2"	"2.02938377768521"	"2"	"2.19589965240923"
"S76992_at"	"2.91592721169712"	"2.44090908206522"	"2.95279244304409"	"2.82020145948564"	"2.49554433754645"	"2"	"2.87852179550121"	"2.78816837114117"	"2.40312052117582"	"2.77085201164214"	"2.42160392686983"	"2"	"2.56229286445647"	"2.42488163663107"	"2.61172330800734"	"2.90145832139611"	"2"	"2.25285303097989"	"2.48287358360875"	"2.44870631990508"	"2"	"2.92788341033071"	"2.65321251377534"	"2.71850168886727"	"2.58433122436753"	"2.77305469336426"	"2.68841982200271"	"2.77959649125782"	"2"	"2.59659709562646"	"2.6414741105041"	"2.50105926221775"	"2.62428209583567"	"2"	"2.29666519026153"	"2.57403126772772"	"2.58433122436753"	"2.66086547800387"
"S77356_at"	"3.13861843389949"	"3.26363606858811"	"3.30835094858673"	"3.05269394192497"	"3.07664044367034"	"3.22427401429426"	"3.04020662757471"	"3.57760667736254"	"3.27438879555038"	"3.51027684441735"	"2.94792361983173"	"2.91907809237607"	"3.16166741243774"	"3.60927417240459"	"3.06483221973857"	"3.13481437032046"	"2.49276038902684"	"3.16286299332193"	"3.40363518979055"	"3.35602585719312"	"2.95712819767681"	"3.17405980772503"	"3.23904909314019"	"3.48981790830145"	"2.96614173273903"	"2.97127584873811"	"3.24079877111733"	"3.85691006030079"	"3.19451434188247"	"3.61930207587561"	"3.49927458189222"	"3.54257647626053"	"3.45331834004704"	"2.97634997900327"	"3.83859725281666"	"3.26197619139781"	"3.34301449715077"	"3.38703370128236"
"S77576_at"	"2.52762990087134"	"2.30749603791321"	"2.71432975974523"	"2.33445375115093"	"2.25767857486918"	"2.30102999566398"	"2.37657695705651"	"2.7664128471124"	"2.46239799789896"	"2.34635297445064"	"2.39445168082622"	"2.29225607135648"	"2.24797326636181"	"2.33645973384853"	"2.14921911265538"	"2.38560627359831"	"2.87563993700417"	"2.45636603312904"	"2.46982201597816"	"2.32837960343874"	"2.45939248775923"	"2.56584781867352"	"2.41497334797082"	"2.5327543789925"	"2.41497334797082"	"2.4345689040342"	"2.68394713075151"	"2.71349054309394"	"2.53019969820308"	"2.46982201597816"	"2.40823996531185"	"2.4983105537896"	"2.51454775266029"	"2.00860017176192"	"2.38021124171161"	"2.56110138364906"	"2.32221929473392"	"2.68033551341456"
"S77763_at"	"2.10380372095596"	"2.52374646681156"	"2.46982201597816"	"2.47856649559384"	"2.40483371661994"	"2.21748394421391"	"2.63948648926859"	"2.80071707828239"	"2.32428245529769"	"2"	"2.24303804868629"	"2.31386722036915"	"2.53019969820308"	"3.20520436394814"	"2.49276038902684"	"2.37291200297011"	"3.66651798055488"	"2.41995574848976"	"2.42324587393681"	"2.79448804665917"	"2"	"2.45024910831936"	"2"	"2.62428209583567"	"2.93550726582471"	"2.32837960343874"	"2.76492298464989"	"2.82736927305383"	"2.75358305889291"	"2.05307844348342"	"2.66464197555613"	"3.07408468902824"	"2.67024585307412"	"2.80821097292422"	"2.01703333929878"	"2.49554433754645"	"2.48287358360875"	"2.93751789201735"
"S77812_at"	"2.68930885912362"	"2.47856649559384"	"2.97266559226611"	"2.46239799789896"	"2.51454775266029"	"2.69372694892365"	"2.82607480270083"	"3.02816441942447"	"2.53781909507327"	"2.74896286125616"	"2.77378644498119"	"2.45178643552429"	"2.41161970596323"	"2.56348108539441"	"2.37657695705651"	"2.82477646247555"	"2.78604121024255"	"2.75815462196739"	"2.65127801399814"	"2.73319726510657"	"2.50920252233110"	"2.92839585225671"	"2.77959649125782"	"2.83505610172012"	"2.73319726510657"	"2.73639650227664"	"2.84757265914211"	"2.8555191556678"	"2.81224469680037"	"2.22530928172586"	"2.30319605742049"	"2.91275330367132"	"2.78816837114117"	"2.06818586174616"	"2.68484536164441"	"2.67760695272049"	"2.85733249643127"	"3.05461305455689"
"S78085_at"	"2.90525604874845"	"2"	"2.98497712641549"	"2.69810054562339"	"2.24797326636181"	"2.60959440922522"	"2.83058866868514"	"3.02284061087653"	"2"	"2.50920252233110"	"2.60745502321467"	"2.44404479591808"	"2.56702636615906"	"2.67117284271508"	"2"	"2.62940959910272"	"2.84010609445676"	"2.47129171105894"	"2"	"2"	"2.30749603791321"	"2.76937732607614"	"2.44870631990508"	"2.8109042806687"	"2"	"2.47129171105894"	"2.9415114326344"	"2.57170883180869"	"2.7481880270062"	"2.62531245096167"	"2"	"2"	"2.63346845557959"	"2"	"2.67760695272049"	"2.56348108539441"	"2.68484536164441"	"2.72509452108147"
"S78187_at"	"2.54406804435028"	"2.70500795933334"	"3.20303288701471"	"2.55022835305509"	"2.41329976408125"	"3.10277661488344"	"2.6232492903979"	"2.79239168949825"	"3.53718922624364"	"3.06781451116184"	"3.05576046468773"	"2.30319605742049"	"2.89097959698969"	"3.3040594662176"	"2.89320675305985"	"2.58433122436753"	"3.05192391604611"	"2.72997428569956"	"2.46239799789896"	"2"	"2.64738297011462"	"2.4983105537896"	"3.22219604630172"	"2.4345689040342"	"2.39619934709574"	"2.66275783168157"	"2.53781909507327"	"2.96378782734556"	"2.38381536598043"	"2.8318697742805"	"2"	"2.40654018043396"	"2.63948648926859"	"2.49276038902684"	"2"	"2.59439255037543"	"2.58092497567562"	"2.49554433754645"
"S78203_at"	"2.60422605308447"	"2.40823996531185"	"2.35793484700045"	"2.71933128698373"	"2.47421626407626"	"2"	"2.61804809671209"	"2.68214507637383"	"2.50242711998443"	"2.30102999566398"	"2.26717172840301"	"2.17318626841227"	"2.14301480025410"	"2.11394335230684"	"2.60745502321467"	"2.39967372148104"	"2.70842090013471"	"2"	"2.37657695705651"	"2.40654018043396"	"2"	"2.24797326636181"	"2.35983548233989"	"2.59439255037543"	"2.48572142648158"	"2.39967372148104"	"2.30749603791321"	"2.46389298898591"	"2.49415459401844"	"2.50105926221775"	"2.49276038902684"	"2.44090908206522"	"2.48995847942483"	"2.20951501454263"	"2.55509444857832"	"2.48572142648158"	"2.66558099101795"	"2.42488163663107"
"S78296_at"	"2.69897000433602"	"2.48855071650044"	"2.70757017609794"	"2.61804809671209"	"2.25285303097989"	"2.56348108539441"	"2.41830129131975"	"2.88817949391833"	"2.68574173860226"	"2.18184358794477"	"2.48855071650044"	"2.29225607135648"	"2.34635297445064"	"2.62117628177504"	"2.28103336724773"	"2.54282542695918"	"2.88536122003151"	"2.59217675739587"	"2.45788189673399"	"2.64738297011462"	"2.42813479402879"	"2.47712125471966"	"2.40483371661994"	"2.40654018043396"	"2.47567118832443"	"2.46389298898591"	"2.74585519517373"	"2.52374646681156"	"2.34830486304816"	"2.66558099101795"	"2.55266821611219"	"2.76937732607614"	"2.55750720190566"	"2.11058971029925"	"2.19033169817029"	"2.48995847942483"	"2.67942789661212"	"2.84385542262316"
"S79639_at"	"2.64933485871214"	"2.71349054309394"	"2.84073323461181"	"2.32014628611105"	"2.41497334797082"	"2.69983772586725"	"2.66558099101795"	"2.60959440922522"	"2.67024585307412"	"2.56466606425209"	"2.44404479591808"	"2.52244423350632"	"2.62428209583567"	"2.67577834167409"	"2.57170883180869"	"2.52504480703685"	"2.58092497567562"	"2.72181061521255"	"2.46239799789896"	"2.73719264270474"	"2"	"2.53402610605613"	"2.39445168082622"	"2.13672056715641"	"2.40483371661994"	"2.29003461136252"	"2.55144999797288"	"2.69019608002851"	"2.63548374681491"	"2.65417654187796"	"2.52891670027765"	"2.35024801833416"	"2.65991620006985"	"2"	"2.38201704257487"	"2.10037054511756"	"2.71850168886727"	"2.72263392253381"
"S79781_at"	"2.11394335230684"	"2"	"2"	"2"	"2.28330122870355"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.28330122870355"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.08635983067475"	"2.09342168516224"	"2"	"2"	"2"	"2"	"2"	"2.39794000867204"	"2"	"2.32014628611105"	"2.07554696139253"	"2"	"2"	"2"
"S80335_at"	"2.14301480025410"	"2.23804610312880"	"2.37291200297011"	"2"	"2"	"2"	"2"	"2"	"2"	"2.20139712432045"	"2"	"2.24551266781415"	"2"	"3.05880548667591"	"2"	"2.88705437805096"	"2"	"2.54530711646582"	"2.49415459401844"	"2"	"2"	"2"	"2.12710479836481"	"2"	"2"	"2.40140054078154"	"2"	"2"	"2"	"2.02938377768521"	"2.58433122436753"	"2"	"2.17609125905568"	"2.26007138798507"	"2.95472479097906"	"2.66745295288995"	"2.37657695705651"	"2.26951294421792"
"S80562_at"	"2"	"2"	"2.0899051114394"	"2"	"2"	"2"	"2"	"2"	"2.43616264704076"	"2.30535136944662"	"2"	"2"	"2.45178643552429"	"2"	"2"	"2"	"2"	"2.15836249209525"	"2"	"2.59769518592551"	"2"	"2"	"2.07554696139253"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
"S81003_at"	"3.00860017176192"	"3.18355453361886"	"3.21906033244886"	"2.99738638439731"	"3.1215598441875"	"2.88705437805096"	"2.83695673705955"	"2.76192783842053"	"3.26764098234592"	"3.03059972196595"	"3.38667728396084"	"2.62940959910272"	"2.76789761601809"	"3.04883008652835"	"3.02775720469055"	"2.79657433321043"	"2.35793484700045"	"2.71011736511182"	"2.58994960132571"	"2.73319726510657"	"2.80277372529198"	"2.79379038469082"	"2.84880470105180"	"3.09656243837414"	"2.81756536955978"	"2.78390357927274"	"2.57170883180869"	"2.90254677931399"	"2.78532983501077"	"2.98497712641549"	"2.96473092105363"	"2.76117581315573"	"3.07077646284343"	"3.15745676813423"	"3.25454807710897"	"3.24748226067705"	"2.84447717574568"	"3.09447112864164"
"S81439_at"	"2.36735592102602"	"2.42813479402879"	"2.45788189673399"	"2"	"2.38021124171161"	"2.02530586526477"	"2"	"2.26007138798507"	"2.13987908640124"	"2.03742649794062"	"2.23299611039215"	"2.17609125905568"	"2.75815462196739"	"2.02118929906994"	"2.45484486000851"	"2.19589965240923"	"2.30102999566398"	"2.33645973384853"	"2.72263392253381"	"2.37657695705651"	"2.57749179983723"	"2.71850168886727"	"2.00860017176192"	"2.13672056715641"	"2.32221929473392"	"2.94250410616808"	"2.41664050733828"	"2.73239375982297"	"2.65224634100332"	"2.37474834601010"	"2.42651126136458"	"2.81491318127507"	"2.74429298312268"	"2.06818586174616"	"2.66558099101795"	"2.50105926221775"	"2.95279244304409"	"2.70842090013471"
"S81914_at"	"2"	"2.34044411484012"	"2"	"2"	"2"	"2"	"2"	"2"	"2.09342168516224"	"2"	"2"	"2.29225607135648"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.75663610824585"	"2"	"2"	"2"	"2"	"2.85125834871908"	"2"	"2"	"2"	"2"	"3.48043814717782"	"3.48187241031066"	"2"	"2.46686762035411"	"2"	"2.98272338766855"	"2"	"2"	"3.25887662937213"
"S82198_at"	"3.30728204703335"	"3.21058602490516"	"3.0899051114394"	"3.19256745333655"	"3.001733712809"	"3.24229290498293"	"3.16731733474818"	"3.09795107099415"	"3.03140846425162"	"3.23095955574857"	"3.07773117965239"	"3.19089171692217"	"3.07664044367034"	"3.21325205219640"	"2.99694924849538"	"3.10002573010786"	"3.36285930295868"	"2.99913054128737"	"3.05076631123304"	"3.25478968739721"	"2.85913829729453"	"3.11427729656159"	"3.22993768590793"	"3.05076631123304"	"3.13321945673249"	"3.20978301484852"	"3.13513265137677"	"3.16494737262184"	"3.36229393796423"	"3.29578694025161"	"3.10277661488344"	"3.37456506072277"	"3.19893186993221"	"2.98452731334379"	"3.31597034545692"	"3.35256838617931"	"3.17084820364331"	"3.22788670461367"
"S82470_at"	"2.98136550907854"	"2.96661098668193"	"2.90955602924118"	"2.95760728706010"	"3.16046853111904"	"2.83058866868514"	"2.97818051693741"	"2.985426474083"	"3.02201573981772"	"3.09691001300806"	"2.94051648493257"	"3.03862016194970"	"3.03140846425162"	"2.7427251313047"	"3.02407498730743"	"2.94001815500766"	"3.71239713140672"	"2.76417613239033"	"2.95133751879592"	"3.27137687189407"	"2.83505610172012"	"2.79448804665917"	"2.72427586960079"	"3.12483014941386"	"3.02938377768521"	"3.14860265480609"	"2.99078269180314"	"3.44326298745870"	"3.24353410183206"	"3.1078880251828"	"3.01535975540921"	"3.21827285357145"	"3.29203443599474"	"3.08564728829686"	"3.26997967664532"	"3.4661258704182"	"3.58759872972125"	"3.38774565960886"
"S83364_at"	"2.12710479836481"	"2.87098881376058"	"2.81424759573192"	"2.65127801399814"	"2.92634244662566"	"2.64933485871214"	"2.49415459401844"	"2.46239799789896"	"2.9216864754836"	"2.22271647114758"	"3.01911629044707"	"2.63948648926859"	"2.34635297445064"	"2.85430604180108"	"2.92788341033071"	"2.33445375115093"	"2.18752072083646"	"2.56702636615906"	"2"	"2.95279244304409"	"2.28330122870355"	"2.25285303097989"	"2.8109042806687"	"2.72835378202123"	"2.33243845991561"	"2.54406804435028"	"2.59328606702046"	"2.75891189239797"	"2.29446622616159"	"2.78675142214556"	"2.85853719756964"	"2.68930885912362"	"2.71933128698373"	"2.92012332629072"	"3.07881918309885"	"2.59879050676312"	"2.80482067872116"	"2.54157924394658"
"S85655_at"	"2.23804610312880"	"2.5705429398819"	"2.58433122436753"	"2"	"2.95133751879592"	"2.80955971463527"	"2"	"2"	"2.79239168949825"	"2.67851837904011"	"2.38021124171161"	"2.44715803134222"	"3.05346260492546"	"2.60097289568675"	"2.81624129999178"	"2.78318869107526"	"2"	"2"	"2"	"3.05842602445701"	"2"	"2"	"2"	"2.31175386105575"	"2.72015930340596"	"2.35983548233989"	"2.48144262850230"	"2"	"2"	"2.11727129565576"	"2"	"2"	"2.11727129565576"	"2"	"2.56348108539441"	"2.69108149212297"	"2.12710479836481"	"2"
"S87759_at"	"2.55266821611219"	"2.91009054559407"	"2.62117628177504"	"2.52633927738984"	"2.38381536598043"	"2.06818586174616"	"2.55509444857832"	"2.66370092538965"	"2.53655844257153"	"2.34635297445064"	"3.10754912974469"	"2.33243845991561"	"2.49276038902684"	"2.59879050676312"	"2.42651126136458"	"2.49692964807321"	"2.65321251377534"	"2.2718416065365"	"2.45178643552429"	"2.86628733908419"	"2.48000694295715"	"2.58319877396862"	"2.63245729218472"	"2.39093510710338"	"2.46982201597816"	"2.28780172993023"	"2.42651126136458"	"2.53907609879278"	"2.33041377334919"	"2.29225607135648"	"2.76042248342321"	"2.84385542262316"	"2.46982201597816"	"2.43775056282039"	"2.53781909507327"	"2.59769518592551"	"2.57287160220048"	"2.73878055848437"
